"CASE_ENQUIRY_ID","open_dt","TARGET_DT","closed_dt","OnTime","CASE_STATUS","CLOSURE_REASON","CASE_TITLE","SUBJECT","REASON","TYPE","QUEUE","Department","SubmittedPhoto","ClosedPhoto","Location","Fire_district","pwd_district","city_council_district","police_district","neighborhood","neighborhood_services_district","ward","precinct","LOCATION_STREET_NAME","LOCATION_ZIPCODE","Latitude","Longitude","Source"
101000966547,"2013-11-16 09:07:17","","2013-11-18 14:32:46","ONTIME","Closed","Case Closed Case Resolved REPLACED STOLEN E GRATE COVER 11/16 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","46 Fairview St  Roslindale  MA  02131",9,"06",5,"E5","Roslindale",10,"Ward 20","2004","46 Fairview St",2131,42.2905,-71.1288,"Constituent Call"
101000967888,"2013-11-18 19:24:24","","2013-12-02 16:23:16","ONTIME","Closed","Case Closed Case Resolved Dug and repacked hydrant gate  stopped leak 11/28/13 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Cushing Ave & Jerome St  Dorchester  MA  ",7,"03",7,"C11","Dorchester",13,"Ward 13","1305","INTERSECTION Cushing Ave & Jerome St",NA,42.3148,-71.0646,"Constituent Call"
101000974051,"2013-11-30 17:08:32","","2013-12-02 10:49:18","ONTIME","Closed","Case Closed Case Resolved REPLACED E-GRATE COVER ON 8GCB51. BOSTON POLICE TOOK A REPORT REGARDING STOLEN COVER. 11/30 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Chapel Rd & Tacoma St  Hyde Park  MA  ",12,"08",5,"E18","Hyde Park",10,"Ward 18","1808","INTERSECTION Chapel Rd & Tacoma St",NA,42.2684,-71.1128,"Constituent Call"
101000974085,"2013-11-30 19:15:17","","2013-12-05 13:06:06","ONTIME","Closed","Case Closed Case Resolved BROKE OUT STREET @ A-2.  REMOVED FRAME AND COVER AND REPLACED   BACKFILLED AND PATCHED. 12/3 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","38 Princeton St  East Boston  MA  02128",1,"09",1,"A7","East Boston",1,"Ward 1","0107","38 Princeton St",2128,42.377,-71.0378,"Constituent Call"
101000979035,"2013-12-10 08:11:01","","2013-12-10 11:59:47","ONTIME","Closed","Case Closed Case Resolved STOLEN EGRATE BPD ON SITE  REPLACED E GRATE COVER 12/10   ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","65 Leland Rd  Chestnut Hill  MA  02467",NA,"06",6,"E5","Chestnut Hill",12,"20","2006","65 Leland Rd",2467,42.2991,-71.1442,"Constituent Call"
101000980339,"2013-12-12 13:31:46","","2014-01-14 12:10:34","ONTIME","Closed","Case Closed Case Resolved ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","PWDx_Street Light_General Lighting Request","PWDx","","","51 Dwight St  Roxbury  MA  02118",4,"1C",2,"D4","South End",4,"Ward 3","0307","51 Dwight St",2118,42.3447,-71.0694,"Constituent Call"
101000987534,"2013-12-18 18:44:42","","2013-12-19 11:09:22","ONTIME","Closed","Case Closed Case Resolved SEALED COVER WITH ROPE TAR ALL SET ON DEPARTURE. 12/18 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of New Sudbury St & Haymarket Sq  Boston  MA  ",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0306","INTERSECTION New Sudbury St & Haymarket Sq",NA,42.3629,-71.0578,"Constituent Call"
101000989060,"2013-12-20 12:07:00","","2013-12-20 13:10:07","ONTIME","Closed","Case Closed Case Noted Crew investigated found no missing cover 12/20 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Chelsea St & Constitution Rd  Charlestown  MA  ",3,"1A",1,"A15","Charlestown",2,"Ward 2","0202","INTERSECTION Chelsea St & Constitution Rd",NA,42.3737,-71.0583,"Constituent Call"
101000989520,"2013-12-21 08:07:02","","2013-12-23 10:27:58","ONTIME","Closed","Case Closed Case Resolved PD NOTIFIED AT 7:02 AM BY 12-8 SHIFT PER OPER 282(VB)REPLACE E GRATE COVER  OK NOW. 12/21   ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Marshfield St & Robey St  Roxbury  MA  ",7,"03",7,"B2","Roxbury",13,"Ward 8","0806","INTERSECTION Marshfield St & Robey St",NA,42.3231,-71.0685,"Constituent Call"
101000989596,"2013-12-21 11:06:23","","2013-12-23 10:31:09","ONTIME","Closed","Case Closed Case Resolved FOUND 2 STOLEN E GRATE COVERS.  NOTIFIED POLICE DEPT ON 12/21/13 @ 11:11  SPOKE TO OPERATOR 282 (KR).  STOREROOM DELIEVERED 2 COVERS.  CREW INSTALLED 2 COVERS (ONE AT 64 AND ONE OPP 64 MATTAPAN ST AND MADE THEM SECURE.  ALSO  BPD ON SITE AND MADE REPORT. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","64 Mattapan St  Mattapan  MA  02126",8,"07",5,"B3","Greater Mattapan",9,"Ward 18","1803","64 Mattapan St",2126,42.2779,-71.096,"Constituent Call"
101000989671,"2013-12-21 13:15:09","","2013-12-23 10:29:17","ONTIME","Closed","Case Closed Case Resolved   NOTIFIED PD OPER 173 1:50PM(VB).  REPLACED STOLEN E GRATE COVER  OKAY NOW. 12/21   ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","51 Regent St  Roxbury  MA  02119",9,"10B",7,"B2","Roxbury",13,"12","1201","51 Regent St",2119,42.3247,-71.086,"Constituent Call"
101000989953,"2013-12-22 15:43:15","","2014-02-10 09:18:54","ONTIME","Closed","Case Closed Case Resolved Crew investigated found no sunken manholes 12/22/13 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Arch St & Summer St  Boston  MA  ",3,"1C",1,"A1","Downtown / Financial District",3,"Ward 3","0306","INTERSECTION Arch St & Summer St",NA,42.3544,-71.0591,"Constituent Call"
101000992537,"2013-12-28 19:09:19","","2014-01-22 09:23:33","ONTIME","Closed","Case Closed Case Resolved Replaced cover 12/28/13 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","173-175 Fuller St  Dorchester  MA  02124",8,"07",4,"B3","Dorchester",9,"Ward 17","1710","173-175 Fuller St",2124,42.2816,-71.074,"Constituent Call"
101000993373,"2013-12-30 18:16:11","","2013-12-31 09:37:30","ONTIME","Closed","Case Closed Case Resolved RESET LOOSE COVER 12/30 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Mount Pleasant Ave & Mount Pleasant Ter  Roxbury  MA  ",7,"10B",7,"B2","Roxbury",13,"Ward 8","0803","INTERSECTION Mount Pleasant Ave & Mount Pleasant Ter",NA,42.3269,-71.0795,"Constituent Call"
101000994783,"2014-01-02 14:56:14","","2014-01-03 09:23:16","ONTIME","Closed","Case Closed Case Resolved Crew found no missing manhole covers 1/2/14 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","50 Gardner St  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2104","50 Gardner St",2134,42.3539,-71.1289,"Constituent Call"
101000995165,"2014-01-03 06:26:23","","2014-01-03 15:53:03","ONTIME","Closed","Case Closed Case Resolved MANHOLE COVER KNOCKED OFF BY SNOW PLOW  PUT MANHOLE COVER BACK ON. 1/3/14 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Addington Rd & Bonair St  West Roxbury  MA  ",12,"06",6,"E5","West Roxbury",12,"Ward 20","2017","INTERSECTION Addington Rd & Bonair St",NA,42.2915,-71.1631,"Constituent Call"
101000995286,"2014-01-03 08:49:27","","2014-01-06 08:45:18","ONTIME","Closed","Case Closed Case Resolved PLATED MANHOLE SPIKED AND PATCHED 1/3 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Berkeley St & Marlborough St  Boston  MA  ",4,"1C",8,"D4","Back Bay",14,"Ward 5","0506","INTERSECTION Berkeley St & Marlborough St",NA,42.354,-71.0744,"Constituent Call"
101000995650,"2014-01-03 11:26:07","","2014-01-03 16:28:39","ONTIME","Closed","Case Closed Case Resolved FOUND NO MISSING COVERS 1/3/14 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Clarendon St & Commonwealth Ave  Boston  MA  ",4,"1C",8,"D4","Back Bay",14,"Ward 5","0507","INTERSECTION Clarendon St & Commonwealth Ave",NA,42.3523,-71.076,"Constituent Call"
101001005220,"2014-01-14 13:23:08","","2014-01-15 08:50:21","ONTIME","Closed","Case Closed Case Resolved REPLACED A JUMBO GATE BOX COVER 1/14 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Washington St & Turner St  Brighton  MA  ",11,"04",9,"D14","Allston / Brighton",15,"Ward 22","2210","INTERSECTION Washington St & Turner St",NA,42.3489,-71.1621,"Constituent Call"
101001006504,"2014-01-15 17:46:36","","2014-01-16 13:44:46","ONTIME","Closed","Case Closed Case Noted OLD COAL CHUTE BELONGS TO PROPERTY OWNER  LEFT MESSAGE FOR OWNER 1/16 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","177 Endicott St  Boston  MA  02113",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0304","177 Endicott St",2113,42.366,-71.0575,"Constituent Call"
101001010707,"2014-01-23 08:45:17","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","40 Rosemont St  Dorchester  MA  02122",8,"07",3,"C11","Dorchester",7,"Ward 16","1605","40 Rosemont St",2122,42.293,-71.0553,"Constituent Call"
101001012772,"2014-01-27 11:02:03","","2014-01-28 15:40:10","ONTIME","Closed","Case Closed Case Resolved MANHOLE REPAIRED 1/25 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Lawrence Ave & Normandy St  Dorchester  MA  ",7,"03",4,"B2","Roxbury",13,"Ward 14","1401","INTERSECTION Lawrence Ave & Normandy St",NA,42.3122,-71.0773,"Constituent Call"
101001012883,"2014-01-27 12:14:53","","2014-01-28 08:37:58","ONTIME","Closed","Case Closed Case Resolved REPLACED A MISSING BUFFALO BOX 1/27 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","77 N Washington St  Boston  MA  02113",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0304","77 N Washington St",2113,42.365,-71.058,"Constituent Call"
101001015806,"2014-01-30 17:41:31","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","INTERSECTION of Allen's Aly & Tremont St  Boston  MA  ",4,"1C",2,"A1","Downtown / Financial District",4,"Ward 3","0308","INTERSECTION Allen's Aly & Tremont St",NA,42.3517,-71.0647,"Constituent Call"
101001019926,"2014-02-06 01:20:42","","2014-02-06 10:10:19","ONTIME","Closed","Case Closed Case Resolved Replaced cover 2/6 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Columbus Ave & Walnut Ave  Dorchester  MA  ",9,"10B",7,"E13","Roxbury",11,"Ward 11","1105","INTERSECTION Columbus Ave & Walnut Ave",NA,42.3134,-71.0951,"Constituent Call"
101001021817,"2014-02-07 21:05:09","","2014-03-18 12:02:53","ONTIME","Closed","Case Closed Case Resolved CONTRACTOR WENT TO BUNKER HILL INDUSTRIAL PARK @ RUTHERFORD AVE AND MADE AN ADJUSTMENT TO COLLAPSING MANHOLE (28JMH266) REPLACING LOOSE AND BROKEN BRICKS  REPLACED DEFECTIVE A2 FRAME & COVER AND BROUGHT MANHOLE TO GRADE. 3/17 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Bunker Hill Industrial Park & New Rutherford Ave  Charlestown  MA  ",3,"1A",1,"A15","Charlestown",2,"Ward 2","0201","INTERSECTION Bunker Hill Industrial Park & New Rutherford Ave",NA,42.3795,-71.071,"Constituent Call"
101001022177,"2014-02-08 21:16:36","","2014-02-10 08:19:15","ONTIME","Closed","Case Closed Case Resolved CHECKED WHOLE AREA BETWEEN KENWOOD & MOULTRIE ST FOUND NO MISSING MH COVER. 2/8 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","576 Washington St  Dorchester  MA  02124",8,"07",4,"C11","Dorchester",8,"Ward 17","1706","576 Washington St",2124,42.2915,-71.0715,"Constituent Call"
101001028040,"2014-02-16 03:02:53","","2014-02-20 08:31:33","ONTIME","Closed","Case Closed Case Resolved NO COVER MISSING  A/2 WAS REPAIRED 2/18 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Clay St & Harvard Ave  Hyde Park  MA  ",12,"08",5,"E18","Hyde Park",10,"Ward 18","1813","INTERSECTION Clay St & Harvard Ave",NA,42.258,-71.1225,"Constituent Call"
101001028067,"2014-02-16 07:57:09","","2014-02-19 08:31:23","ONTIME","Closed","Case Closed Case Resolved NO COVERS MISSING 2/18 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","236 Harvard St  Dorchester  MA  02124",8,"03",4,"B3","Dorchester",8,"14","1407","236 Harvard St",2124,42.2948,-71.0869,"Constituent Call"
101001028818,"2014-02-17 15:33:53","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","533 Cambridge St  Allston  MA  02134",11,"04",9,"D14","Allston / Brighton",15,"Ward 21","2106","533 Cambridge St",2134,42.3531,-71.1393,"Constituent Call"
101001033189,"2014-02-21 13:58:49","","2014-02-21 14:04:39","ONTIME","Closed","Case Closed Case Noted Duplicate of existing case sent to Cable office. ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of D St & Orton Marotta Way  South Boston  MA  ",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 6","0602","INTERSECTION D St & Orton Marotta Way",NA,42.3369,-71.0531,"Constituent Call"
101001036031,"2014-02-25 13:25:16","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","INTERSECTION of D St & Orton Marotta Way  South Boston  MA  ",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 6","0602","INTERSECTION D St & Orton Marotta Way",NA,42.3369,-71.0531,"Constituent Call"
101001036279,"2014-02-25 17:09:10","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO_General Comments Complaints Compliments","INFO","","","928 Parker St  Jamaica Plain  MA  02130",9,"10A",6,"E13","Jamaica Plain",11,"10","1007","928 Parker St",2130,42.3255,-71.1,"Constituent Call"
101001038810,"2014-03-01 16:45:26","","2014-03-03 14:52:28","ONTIME","Closed","Case Closed Case Resolved THIS IS NOT A BWSC MH OR COVER. JESSE H. .SPOKE TO JOHN REENEY FROM N STAR 229-987-8584 ON 3/1/14   @  9:00PM . N STAR  REP STATED  HIS CREW PLACED A NSTAR COVER OVER MH FOR PUBLIC . SAFETY BUT CLAIMS THE MH IS NOT THEIRS.COULD POSS. BELONGS TO BTD  MBTA OR CABLE SPOKE TO DOLORES AT M/OFFICE  REGARDING THIS ISSUE TO EXPLAIN.THIS IS NOT A BWSC PROBLEM. 3/1 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Erie St & Washington St  Dorchester  MA  ",7,"03",4,"C11","Roxbury",8,"Ward 14","1404","INTERSECTION Erie St & Washington St",NA,42.3034,-71.0785,"Constituent Call"
101001042306,"2014-03-07 07:58:01","","2014-04-03 12:32:21","ONTIME","Closed","Case Closed Case Noted STREET BEING DONE OVER NO 14X16 BELOW GRADE STREET IS GRINDED DOWN FOR PAVING 4/1 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","20 Overland St  Boston  MA  02215",4,"10A",8,"D4","Boston",14,"21","2101","20 Overland St",2215,42.3594,-71.0587,"Constituent Call"
101001044338,"2014-03-10 17:11:42","","2014-03-12 09:09:45","ONTIME","Closed","Case Closed Case Resolved CHECKED AREA FOR #10 TO #98 FOUND NO WATER OR SEWAGE LEAKING 3/11 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","10-98 Commercial St  Boston  MA  02109",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0301","10-98 Commercial St",2109,42.3618,-71.0531,"Constituent Call"
101001045221,"2014-03-11 18:03:33","","2014-03-21 14:51:49","ONTIME","Closed","Case Closed Case Resolved PWD repts resolved ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Erie St & Washington St  Dorchester  MA  ",7,"03",4,"C11","Roxbury",8,"Ward 14","1404","INTERSECTION Erie St & Washington St",NA,42.3034,-71.0785,"Constituent Call"
101001047421,"2014-03-14 16:13:10","","2014-03-18 08:58:54","ONTIME","Closed","Case Closed Case Resolved NOT A BWSC COVER BELONGS TO CABLE CO  SPOKE TO MAYORS OFFICE REBECA 3/17 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","169 M St  South Boston  MA  02127",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 7","0701","169 M St",2127,42.3321,-71.0335,"Constituent Call"
101001047602,"2014-03-15 10:36:36","","2014-03-17 10:45:08","ONTIME","Closed","Case Closed Case Resolved FOUND A BROKEN STREET LIGHTING BOX IN THE MIDDLE OF STREET.  PUT CONE HERE  VERY DANGEROUS.  NOTIFIED ELIZABETH @ MAYORS OFFICE ON 3/15/14 AT 12:06 (KR). ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Brookline Ave & Longwood Ave  Boston  MA  ",4,"10A",8,"B2","Fenway / Kenmore / Audubon Circle / Longwood",14,"Ward 4","0410","INTERSECTION Brookline Ave & Longwood Ave",NA,42.3389,-71.1073,"Constituent Call"
101001052263,"2014-03-22 18:25:02","","2014-03-24 10:32:12","ONTIME","Closed","Case Closed Case Resolved REPLACED JUMBO BOX COVER. 3/22 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Clearway St & Massachusetts Ave  Boston  MA  ",4,"1C",7,"D4","Back Bay",14,"Ward 4","0405","INTERSECTION Clearway St & Massachusetts Ave",NA,42.3454,-71.0868,"Constituent Call"
101001052577,"2014-03-24 07:16:42","","2014-03-28 13:08:05","ONTIME","Closed","Case Closed Case Resolved Newport construction (working for Massport) repaired manhole  ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Frankfort St & Lovell St  East Boston  MA  ",1,"09",1,"A7","East Boston",1,"Ward 1","0110","INTERSECTION Frankfort St & Lovell St",NA,42.3786,-71.0255,"Constituent Call"
101001053075,"2014-03-24 13:30:57","","2014-03-25 08:25:33","ONTIME","Closed","Case Closed Case Noted DID NOT LOCATE MISSING COVER NEED BETTER LOCATION 3/24 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Brookline Ave & Longwood Ave  Boston  MA  ",4,"10A",8,"B2","Fenway / Kenmore / Audubon Circle / Longwood",14,"Ward 4","0410","INTERSECTION Brookline Ave & Longwood Ave",NA,42.3389,-71.1073,"Constituent Call"
101001053382,"2014-03-24 19:56:26","","2014-06-16 15:00:07","ONTIME","Closed","Case Closed Case Noted Newport construction (working for Massport) repaired manhole ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Frankfort St & Lovell St  East Boston  MA  ",1,"09",1,"A7","East Boston",1,"Ward 1","0110","INTERSECTION Frankfort St & Lovell St",NA,42.3786,-71.0255,"Employee Generated"
101001054581,"2014-03-26 11:11:30","","2014-06-17 08:35:12","ONTIME","Closed","Case Closed Case Noted CREW FOUND NO COLLAPSING CB'S OR MH'S IN AREA  ALL SET 6/16 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","566 W Roxbury Pkwy  Roslindale  MA  02131",9,"06",6,"E5","Roslindale",10,"Ward 20","2007","566 W Roxbury Pkwy",2131,42.2867,-71.1472,"Constituent Call"
101001054638,"2014-03-26 11:51:16","","2014-03-26 15:14:17","ONTIME","Closed","Case Closed Case Noted SEALED A LOOSE 14X16  ALSO FOUND LOOSE EDISON MH COVER  NOTIFIED MAYOR'S OFFICE 3/26 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","183-185A Massachusetts Ave  Boston  MA  02115",4,"10A",7,"D4","Back Bay",14,"Ward 4","0405","183-185A Massachusetts Ave",2115,42.3455,-71.0872,"Constituent Call"
101001056117,"2014-03-28 10:19:51","","2014-04-10 09:19:22","ONTIME","Closed","Case Closed Case Resolved BACKFILLED METER BOX & PATCHED 4/7 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","70 Windom St  Allston  MA  02134",11,"04",9,"D14","Allston",15,"22","2201","70 Windom St",2134,42.3613,-71.1254,"Constituent Call"
101001058020,"2014-03-31 16:55:24","","2014-04-01 08:51:49","ONTIME","Closed","Case Closed Case Resolved ON ARRIVAL FOUND 14X16 VERY SLIGHTLY BELOW GRADE DOES NOT NEED TO BE REGULATED THERE IS HOWEVER A LARGE SINKHOLE ON THE SIDEWALK THAT WAS CONED OFF BY DPW  THIS IS NOT OURS. 3/31 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","160 Callender St  Dorchester  MA  02124",8,"07",4,"B3","Greater Mattapan",9,"Ward 14","1410","160 Callender St",2124,42.2876,-71.0856,"Constituent Call"
101001058313,"2014-04-01 09:22:55","","","ONTIME","Open"," ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","INFO01_GenericeFormforOtherServiceRequestTypes","INFO","","","INTERSECTION of N St & E Sixth St  South Boston  MA  ",6,"05",2,"C6","South Boston / South Boston Waterfront",5,"Ward 6","0608","INTERSECTION N St & E Sixth St",NA,42.3332,-71.0312,"Constituent Call"
101001059305,"2014-04-02 10:48:01","","2014-04-02 14:37:14","ONTIME","Closed","Case Closed Case Noted BWSC investigated this is a Nstar cover reported to Mayors Office (Terry) 4/2 @ 11am  ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","INTERSECTION of Chatham Row & Chatham St  Boston  MA  ",3,"1B",1,"A1","Downtown / Financial District",3,"Ward 3","0306","INTERSECTION Chatham Row & Chatham St",NA,42.3597,-71.0544,"Constituent Call"
101001060791,"2014-04-04 07:53:25","","2014-04-04 14:23:25","ONTIME","Closed","Case Closed Case Noted WALKED UP AND DOWN THE STREET FROM 324 TO 358 CHESTNUT HILL AVE.  NO COVERS LOOSE OR OFF IN THIS AREA. 4/4 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","332 Chestnut Hill Ave  Brighton  MA  02135",11,"04",9,"D14","Brighton",15,"21","2116","332 Chestnut Hill Ave",2135,42.3375,-71.1522,"Constituent Call"
101001065128,"2014-04-10 10:32:25","","2014-04-14 09:47:04","ONTIME","Closed","Case Closed Case Resolved NO MISSING OR DEFECTIVE MH COVERS  SPOKE TO CUSTOMER HE CALLED TO COMPLAIN ABOUT A PRIVATE SINKHOLE LOCATED OPPOSITE 22 OAK ST. 4/10 ","Sidewalk Cover / Manhole","Boston Water & Sewer Commission","Sidewalk Cover / Manhole","Sidewalk Cover / Manhole","BWSC_All Cases","BWSC","","","43 Maple St  Hyde Park  MA  02136",12,"08",5,"E18","Hyde Park",10,"Ward 18","1818","43 Maple St",2136,42.2544,-71.1227,"Constituent Call"
